kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptFax,kaptUrl,codeAptNm,doroJuso,hoCnt,codeMgrNm,codeHallNm,kaptUsedate,kaptMarea,kaptMparea_60,kaptMparea_85,kaptMparea_135,kaptMparea_136,privArea,bjdCode,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility
A47288802,도농사랑으로7단지 부영아파트,경기도 남양주시 다산동 4435 도농사랑으로7단지 부영아파트,임대+분양,개별난방,58938.8257,6,317,(주)부영주택,"남광,신우 재건축조합",315688456,315688457, ,아파트,경기도 남양주시 도농로 71,317,위탁관리,타워형,20131230,30374.5262,66,127,124,0,30374.4562,4136011200,위탁관리,5,우리관리(주),위탁관리,4,(주)국제안전시스템,위탁관리,3,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,1350,단일계약,상주선임,R형,부스타방식,위탁관리,10,0,479,무,95,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,경의중앙선,NA,NA,관공서(도농동주민센터) 대형상가(이마트) 기타(남양주시청),"초등학교(도농,금교) 중학교(미금) 고등학교(도농)"
A47288803,다산센트레빌,경기도 남양주시 다산동 4436 다산센트레빌,임대+분양,개별난방,81396.75,9,457,동부건설(주),도농3개통 주택재건축조합,315511651,315511653, ,아파트,경기도 남양주시 미금로 16,457,위탁관리,계단식,20161130,51304.63,102,251,104,0,39404.19,4136011200,위탁관리,5,남경종합관리(주),위탁관리,4,남경종합관리,위탁관리,5,음식물쓰레기종량제,위탁관리,12,NA,철근콘크리트구조,3108,종합계약,상주선임,R형,부스타방식,위탁관리,12,0,711,유,218,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,도농역,10~15분이내,NA,NA
A47289903,평내우남퍼스트빌,경기도 남양주시 평내동 561 평내우남퍼스트빌,분양,개별난방,56619.241,6,378,우남건설,우남건설,315590987,315120987,평내우남퍼스트빌.ma-um.co.kr,아파트,NA,378,위탁관리,계단식,20040623,41240.78,0,378,0,0,32092.956,4136010200,위탁관리,4,(주)아주관리,위탁관리,4,(주)동남시큐리티,위탁관리,3,음식물쓰레기종량제,위탁관리,12,도포식,철근콘크리트구조,1200,단일계약,상주선임,R형,부스타방식,위탁관리,11,126,374,무,79,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5~10분이내,경춘선,NA,10~15분이내,관공서() 병원() 대형상가() 공원(),초등학교(장내초등학교) 중학교(장내중학교) 고등학교(평내고등학교)
A47291001,다산한신휴플러스,경기도 남양주시 다산동 4026-6 다산한신휴플러스,분양,개별난방,35766.9,2,270,한신공영주식회사,신신우 재건축 조합,315655253,315579288, ,아파트,경기도 남양주시 미금로56번길 19,270,위탁관리,혼합식,19991115,25396.8,110,160,0,0,19917.76,4136011200,위탁관리,4,서일개발(주),위탁관리,4,태양삼차원환경,위탁관리,2,차량수거방식,위탁관리,12,"도포식,분무식,기구부착식,기구설치식,독이식",철근콘크리트구조,700,종합계약,위탁선임,P형,부스타방식,위탁관리,7,28,223,무,47,"관리사무소, 노인정, 어린이놀이터",10~15분이내,NA,NA,NA,병원(동서울치과) 대형상가(LG하이프라자),초등학교(미금초등학교)
A47291002,도농부영애시앙,경기도 남양주시 다산동 4001-29 도농부영애시앙,임대+분양,개별난방,164034.72,4,364,부영주택,부영주택,315510961,315510968, ,주상복합,경기도 남양주시 도농로 24,364,위탁관리,계단식,20080521,64318,0,0,0,364,52352.8096,4136011200,위탁관리,5,부강주택관리(주),위탁관리,7,진명스탭스,위탁관리,4,음식물쓰레기종량제,위탁관리,4,NA,철근콘크리트구조,2500,종합계약,상주선임,R형,부스타방식,위탁관리,14,33,715,무,41,"관리사무소, 주민공동시설, 어린이놀이터",10~15분이내,경의중앙선,도농,5~10분이내,관공서(시청제2청사) 대형상가(이마트),초등학교(도농초) 중학교(미금중)
A47291003,도농롯데아파트,경기도 남양주시 다산동 4433 도농롯데아파트,분양,개별난방,102815.3,9,708,롯데건설,도농 남양타운 재건축조합,315510515,315510516, ,아파트,경기도 남양주시 미금로 24,708,위탁관리,계단식,20051031,76401.46,190,446,72,0,57552.18,4136011200,위탁관리,6,에이제이대원 주식회사,위탁관리,6,명원실업,위탁관리,7,음식물쓰레기종량제,위탁관리,19,도포식,철근콘크리트구조,2000,단일계약,상주선임,R형,부스타방식,위탁관리,19,97,640,유,132,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소, 기타",5~10분이내,경의중앙선,중앙선,15~20분이내,NA,초등학교() 중학교() 고등학교()
A47291304,"남양i-좋은집아파트 1,2,3단지","경기도 남양주시 다산동 4432 남양i-좋은집아파트 1,2,3단지",분양,개별난방,158457.969,12,1060,(주)남양건설,무진6개연립재건축조합,315681060,315631060,www.dnyi.net,아파트,경기도 남양주시 미금로57번길 20,1060,위탁관리,계단식,20050531,114788.94,94,867,99,0,88873.6554,4136011200,위탁관리,8,자이에스앤디(주),위탁관리,11,(주)예주산업,위탁관리,8,차량수거방식,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,3950,단일계약,상주선임,P형,부스타방식,위탁관리,22,56,1146,무,291,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,경의중앙선,도농,10~15분이내,관공서(2) 병원(1) 백화점(1) 대형상가(1) 기타(2),초등학교(1) 중학교(1) 고등학교(1)
A47293511,평내효성,경기도 남양주시 평내동 87 평내효성,분양,개별난방,76288.488,7,607,동성,**,315920096,315920097,평내효성.ma-um.co.kr,아파트,경기도 남양주시 경춘로1350번길 34,607,위탁관리,계단식,19981231,63133.194,196,317,94,0,49481.04,4136010200,위탁관리,5,광인산업(주),위탁관리,6,(주)승학,위탁관리,6,차량수거방식,위탁관리,12,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,1450,단일계약,상주선임,P형,고가수조식,위탁관리,18,165,451,무,75,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,경춘선,NA,5~10분이내,대형상가(하이마트),NA
A47295318,평내마을주공,경기도 남양주시 평내동 562 평내마을주공,분양,개별난방,101539.238,12,1050,풍림건설,한국토지개발공사,315593661,315593662,평내마을주공.ma-um.co.kr,아파트,NA,1050,위탁관리,계단식,20040702,87294.5068,1050,0,0,0,62534.42,4136010200,위탁관리,8,율산개발,위탁관리,8,(유)원광,위탁관리,8,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,2250,단일계약,상주선임,R형,부스타방식,위탁관리,27,659,454,무,154,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 자전거보관소",5~10분이내,NA,NA,NA,관공서() 병원() 공원(),초등학교(장내초등학교) 중학교(장내중학교) 고등학교(평내고등학교)
A47295415,호평현대아이파크,경기도 남양주시 호평동 612 호평현대아이파크,분양,개별난방,124314.243,12,920,현대산업개발,현대산업개발,315128300,315128302,cafe.daum.net/hpipark2014,아파트,경기도 남양주시 늘을3로 11,920,위탁관리,계단식,20041029,97832.4,0,920,0,0,75420.868,4136010100,위탁관리,8,광인산업(주),위탁관리,6,(주)아이원서비스,위탁관리,8,음식물쓰레기종량제,위탁관리,12,분무식,프리케스트콘크리트구조,2400,단일계약,상주선임,R형,부스타방식,위탁관리,25,350,858,무,205,"관리사무소, 노인정, 보육시설, 어린이놀이터, 기타",10~15분이내,경춘선,NA,10~15분이내,관공서(동사무소 등) 병원(소규모 의원) 백화점(이마트) 대형상가(할인마트(이마트)) 공원(근린공원),초등학교(판곡) 중학교(판곡) 고등학교(판곡)
A47295707,호평마을주공(624),경기도 남양주시 호평동 624 호평마을주공(624),국민임대,개별난방,37519,5,456,대명건설(주),한국토지주택공사,315598950,315598951,cafe.daum.net/hopyeongjugong20,아파트,경기도 남양주시 늘을1로 31,456,위탁관리,혼합식,20060414,37400.3016,456,0,0,0,23221.92,4136010100,위탁관리,5,(주)진광,위탁관리,4,(주)홈스웰,위탁관리,3,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,700,단일계약,상주선임,R형,부스타방식,위탁관리,10,266,173,무,36,"관리사무소, 노인정, 어린이놀이터",5~10분이내,경춘선,평내호평,5~10분이내,관공서(행정복지센터 등) 병원(소규모 의원) 대형상가(이마트) 공원(근린공원),초등학교(평내) 중학교(평내) 고등학교(호평)
A47295805,호평신명스카이뷰,경기도 남양주시 호평동 615 호평신명스카이뷰,분양,개별난방,65397.3643,7,399,신명닛시건설(주),신명주택건설(주),315116490,315116491, ,아파트,경기도 남양주시 늘을2로 90-36,399,위탁관리,계단식,20060602,51259.245,0,291,108,0,39000.3591,4136010100,위탁관리,5,국제경보산업(주),위탁관리,4,(주)태양삼차원환경,위탁관리,4,차량수거방식,위탁관리,4,"분무식,독이식",철근콘크리트구조,1500,종합계약,상주선임,R형,부스타방식,위탁관리,15,130,466,유,95,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,경춘선,NA,10~15분이내,관공서(동사무소 등) 병원(소규모 의원) 백화점(이마트) 대형상가(할인마트(이마트)) 공원(근린공원),초등학교(평동) 중학교(호평) 고등학교(호평)
A10023749,유탑 트윈팰리스,경기도 구리시 수택동 481 유탑 트윈팰리스,분양,개별난방,0,NA,299, , ,315544799, , ,도시형 생활주택(주상복합),NA,NA,NA,NA,20220121,0,299,0,0,0,8714.784,4131010500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A10024182,구리수택행복주택아파트,경기도 구리시 수택동 852 구리수택행복주택아파트,임대,개별난방,38009.27,3,394,코오롱클로벌 주식회사,LH,315692223,315692224, ,NA,경기도 구리시 체육관로74번길 67,394,위탁관리,복도식,20210812,28514.394,394,0,0,0,10781.46,4131010500,위탁관리,7,신서림에스앤에스(주),위탁관리,2,(주)지원이지텍,위탁관리,4,거점장비수거방식,위탁관리,4,"도포식,독이식",철골콘크리트구조,1550,종합계약,상주선임,R형,부스타방식,위탁관리,10,300,200,무,130,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5분이내,NA,NA,20분초과,관공서(주민센터) 병원(구리한양대병원) 백화점() 공원(부양어린이공원),초등학교() 중학교() 고등학교()
A10024187,한양수자인구리역리버시티,경기도 구리시 수택동 889 한양수자인구리역리버시티,임대+분양,개별난방,55993.7713,7,410,한양(주),수택재건축정비조합,315544785,315544786, ,아파트,경기도 구리시 경춘로276번길 21,410,위탁관리,계단식,20210630,37882.4218,276,134,0,0,27664.1135,4131010500,위탁관리,5,남경종합관리(주),위탁관리,4,남경종합관리(주),위탁관리,4,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,2510,종합계약,상주선임,R형,부스타방식,관리방식미정,13,5,452,유,166,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,NA,5분이내,백화점(롯데백화점),NA
A10024681,이편한세상 인창어반포레아파트,경기도 구리시 인창동 320-2 이편한세상 인창어반포레아파트,임대+분양,개별난방,88448.993,7,632,대림산업(주),인창동 주택재개발정비사업조합,315522953,315522963, ,아파트,경기도 구리시 건원대로33번길 9,632,위탁관리,계단식,20200827,57383.295,416,216,0,0,41069.914,4131010300,위탁관리,6,우리관리(주),위탁관리,7,에스원,위탁관리,7,차량수거방식,위탁관리,12,독이식,철근콘크리트구조,2350,종합계약,상주선임,R형,부스타방식,위탁관리,15,0,741,유,285,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,경의중앙선,구리역,5분이내,"관공서(구리시청, 인창동행정복지센터, 구리우체국, 구리 등기소, 구리 보건소, 구리 경찰서) 병원(한양대 구리병원) 백화점(롯데백화점) 대형상가(롯데마트) 공원(인창중앙공원)","초등학교(건원초등학교) 중학교(인창 중학교, 동구 중학교, 구리 중학교, 구리여자 중학교, 토평 중학교, 교문 중학교, 장자 중학교) 고등학교(인창 고등학교, 구리 고등학교, 구리여자 고등학교, 수택 고등학교, 토평 고등학교, 갈매 고등학교)"
A10024950,이룸넘버원리치안,경기도 구리시 갈매동 646 이룸넘버원리치안,분양,지역난방,9264.1246,1,206,(주)풍산건설,(주)이룸컴퍼니갈매지점,315715430,315715431, ,주상복합,경기도 구리시 갈매중앙로 70,206,위탁관리,복도식,20170310,9264.1246,206,0,0,0,3814.04,4131010100,위탁관리,2,(주)동우개발,위탁관리,2,NA,위탁관리,2,차량수거방식,위탁관리,12,분무식,철골철근콘크리트구조,950,종합계약,위탁선임,P형,부스타방식,위탁관리,4,12,155,무,32,관리사무소,5분이내,경춘선,갈매역,5~10분이내,관공서(갈매동 행정복지센터) 병원(구리 백병원) 백화점(구리 롯데백화점) 대형상가(모다아울렛) 공원(갈매중앙공원),초등학교(갈매초등학교 산마루초등학교) 중학교(갈매중학교) 고등학교(갈매고등학교)
A10025060,e-편한세상 수택 센트럴파크 아파트,경기도 구리시 수택동 437 e-편한세상 수택 센트럴파크 아파트,분양,개별난방,108786.956,10,733,"(대림산업,선원건설)","아시아 신탁,일화",315545336,315545337, ,아파트,경기도 구리시 안골로64번길 10,733,위탁관리,계단식,20200123,72621.8151,283,450,0,0,53837.188,4131010500,위탁관리,7,주식회사 한빛종합관리,위탁관리,7,(주)이엠피서비스,위탁관리,8,음식물쓰레기종량제,위탁관리,4,분무식,철골콘크리트구조,1950,종합계약,상주선임,GR형,부스타방식,위탁관리,18,0,921,유,276,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,"8호선, 경의중앙선, 경의중앙선, 경춘선","구리역,갈매역",15~20분이내,관공서(구리시청) 병원(구리병원),NA
A10025318,인창공원 우림필유아파트,경기도 구리시 인창동 711 인창공원 우림필유아파트,분양,개별난방,24536.4405,2,121,우림건설(주),우림건설(주),315541661,315541662,인창공원우림필유.apti.co.kr,아파트,경기도 구리시 동구릉로66번길 14,121,위탁관리,계단식,20080922,18437.98,0,0,121,0,14715.657,4131010300,위탁관리,2,서림주택관리(주),자치관리(직영),3,서림주택관리(주),자치관리(직영),2,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,800,종합계약,선정안함,R형,부스타방식,위탁관리,3,0,214,유,49,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,경의중앙선,구리전철역,10~15분이내,"관공서( 구리시청,소방서,경찰서,주민센터,보건서,청소년수련관,인창공원관리소 ) 병원(구리한양대병원,요양병원) 백화점(구리역롯대) 공원(인창공원) 기타()",초등학교(인창초등학교) 중학교(인창중학교) 고등학교(토평고등학교)
A10026043,갈매6단지,경기도 구리시 갈매동 631 갈매6단지,임대+분양,지역난방,134389.3,10,1033,(주)케이씨씨건설,한국토지주택공사,315755062,315755064,www.gmswitzen.com,아파트,경기도 구리시 갈매중앙로 25,1033,위탁관리,계단식,20180830,134389.1345,481,552,0,0,74085.05,4131010100,위탁관리,9,(주)무림하우징,위탁관리,7,(주) 동성자산관리,위탁관리,10,차량수거방식,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,3500,종합계약,상주선임,GR형,부스타방식,위탁관리,23,103,983,유,222,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경춘선,갈매역,10~15분이내,관공서(갈매행정복지센타) 대형상가(모다아울렛) 공원(),초등학교(갈매초등학교) 중학교(갈매중학교) 고등학교(갈매고등학교)
A10026269,우방아파트,경기도 구리시 인창동 480 우방아파트,분양,개별난방,15428.185,2,119,삼라건설,삼라건설,315681744,315681755, ,아파트,경기도 구리시 동구릉로159번길 30,119,위탁관리,계단식,20011227,12467.11,0,119,0,0,10089.3948,4131010300,위탁관리,2,서일개발(주),위탁관리,0,웅산산업개발(주),자치관리(직영),1,차량수거방식,위탁관리,12,"도포식,분무식",철골철근콘크리트구조,500,단일계약,상주선임,P형,부스타방식,위탁관리,4,35,93,무,40,"관리사무소, 노인정, 어린이놀이터",5분이내,경의중앙선,NA,5~10분이내,"병원(윤서병원, 구리한양대학병원) 백화점(롯데백화점) 대형상가(롯데마트) 공원(왕숙천, 인창중앙공원)",NA
A10026304,영풍마드레빌2차아파트,경기도 구리시 토평동 1011 영풍마드레빌2차아파트,분양,개별난방,10377099,2,83,영풍산업,영풍산업,315525802,315525882, ,아파트,경기도 구리시 검배로 132,83,위탁관리,계단식,20030903,8779.74,0,83,0,0,7046.617,4131010700,위탁관리,NA,(주)CM자산관리,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5분이내,NA,NA,15~20분이내,NA,NA
A10026309,갈매역 아이파크,경기도 구리시 갈매동 596 갈매역 아이파크,분양,지역난방,219205.997,12,1196,네오밸류,현대산업개발,315749380,315749382, ,아파트,경기도 구리시 경춘북로 252,1196,위탁관리,계단식,20180427,137264.6804,0,1193,3,0,101651.4681,4131010100,위탁관리,9,(주)경진관리,위탁관리,8,(주)신화비엠씨,위탁관리,14,차량수거방식,위탁관리,12,분무식,철골철근콘크리트구조,4250,종합계약,상주선임,R형,부스타방식,위탁관리,27,192,1236,유,339,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,NA,5~10분이내,관공서() 대형상가() 공원(),초등학교() 중학교() 고등학교()
A10026703,갈매와이시티,경기도 구리시 갈매동 626 갈매와이시티,분양,지역난방,54895.9,5,382,요진건설,LH공사,315757132,315757134, ,아파트,경기도 구리시 갈매중앙로 45,382,위탁관리,계단식,20171110,40892.027,0,382,0,0,30333.52,4131010100,위탁관리,5,광인산업(주),위탁관리(직영+위탁),2,광인산업(주),위탁관리(직영+위탁),4,음식물쓰레기종량제,위탁관리,4,분무식,철골콘크리트구조,2250,단일계약,상주선임,GR형,부스타방식,위탁관리,9,45,411,유,115,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 커뮤니티공간, 자전거보관소",5~10분이내,경춘선,갈매역,5~10분이내,관공서() 병원() 공원(),초등학교() 중학교() 고등학교()
A10026724,구리 갈매 푸르지오아파트,경기도 구리시 갈매동 640 구리 갈매 푸르지오아파트,분양,지역난방,113760.5086,10,921,대우건설(주),DS네트웍스(주),315740921,315740923,구리갈매푸르지오.com,아파트,경기도 구리시 갈매중앙로 16,921,위탁관리,계단식,20171027,113760.5086,0,461,455,5,86555.624,4131010100,위탁관리,8,율산개발 유한회사,위탁관리,6,현대관리시스템,위탁관리,9,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,기구부착식,독이식",철근콘크리트구조,4250,종합계약,상주선임,GR형,부스타방식,위탁관리,40,71,1314,유,256,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경춘선,갈매역,5~10분이내,"관공서(갈매주민센터) 병원(갈매보건지소, 서울의료원, 구리한양대병원) 백화점() 대형상가(별내이마트) 기타(갈매동 작은도서관, 국민은행(별내지점), 우리은행(별내지점),구리농협(갈매지점)기업은행(구리지점))","초등학교(갈매초등학교, 산마루 초등학교) 중학교(갈매중학교, 한별중학교, 한국삼육중학교) 고등학교(갈매고등학교, 한국삼육고등학교,)"
A10026867,구리갈매스타힐스,경기도 구리시 갈매동 651 구리갈매스타힐스,분양,지역난방,146431.27,12,1018,서희건설,LH,315714300,315714302, ,아파트,경기도 구리시 산마루로 46,1018,위탁관리,계단식,20170807,111741.1914,0,1018,0,0,81909.83,4131010100,위탁관리,8,우리관리(주),위탁관리,6,(주)동남시큐리티,위탁관리,10,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철골철근콘크리트구조,4950,단일계약,상주선임,GR형,부스타방식,위탁관리,53,107,1114,유,275,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경춘선,갈매역,5~10분이내,"관공서(건강보험공단, lh 갈매사업단 등) 병원() 대형상가(모다아울렛) 공원(갈매중앙공원)",초등학교(산마루초등학교) 중학교(갈매중학교) 고등학교(갈매고등학교)
A10027267,구리갈매2단지,경기도 구리시 갈매동 569 구리갈매2단지,임대,지역난방,158526.19,14,1444,서한건설,한국토지주택공사,315741472,315717447,www.easthill2.com,아파트,NA,1444,위탁관리,계단식,20161101,117542.5519,1444,0,0,0,81543.95,4131010100,위탁관리,11,광인산업(주),위탁관리,6,쌍용개발,위탁관리,12,차량수거방식,위탁관리,4,독이식,철골철근콘크리트구조,5100,종합계약,상주선임,R형,부스타방식,위탁관리,39,126,1149,유,244,"관리사무소, 노인정, 보육시설, 문고, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,경춘선,NA,5~10분이내,관공서() 병원() 대형상가() 공원() 기타(),초등학교() 중학교()
A10027438,LH구리갈매1단지,경기도 구리시 갈매동 573 LH구리갈매1단지,국민임대,지역난방,114069.6068,8,1546,LH,(주)한양,315756951,315756953, ,아파트,경기도 구리시 갈매순환로 143,1546,위탁관리,복도식,20160701,114069.6068,1546,0,0,0,56919.7,4131010100,위탁관리,11,대한종합관리(주),위탁관리,4,주.승학,위탁관리,13,차량수거방식,위탁관리,4,"도포식,분무식",철근콘크리트구조,2850,단일계약,상주선임,R형,부스타방식,위탁관리,21,284,892,무,154,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경춘선,NA,5~10분이내,관공서() 병원() 대형상가() 공원(),초등학교() 중학교() 고등학교()
A10027511,갈매더샵나인힐스,경기도 구리시 갈매동 665 갈매더샵나인힐스,분양,지역난방,125502.184,9,857,포스코건설,태릉피에프브이,315748394,315748396,9hills.co.kr,아파트,NA,857,위탁관리,계단식,20160615,93616.1393,0,857,0,0,70223.0365,4131010100,위탁관리,10,대원종합관리(주),위탁관리,7,(주)백송종합고나리,위탁관리,8,차량수거방식,위탁관리,12,"도포식,독이식",철골철근콘크리트구조,4750,단일계약,상주선임,GR형,부스타방식,위탁관리,19,65,959,유,288,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 유치원, 커뮤니티공간, 자전거보관소",5분이내,경춘선,갈매역,10~15분이내,NA,NA
A10027574,한라비발디아파트,경기도 구리시 갈매동 109 한라비발디아파트,분양,지역난방,158511.12,14,1075,LH,(주)한라,315292485,315742487,www.gmhv.co.kr,아파트,경기도 구리시 갈매길 109,1075,위탁관리,계단식,20160504,157570.141,0,1075,0,0,88250.14,4131010100,위탁관리,9,(주)태룡에스디,위탁관리,8,한국보안,위탁관리,10,차량수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,4000,단일계약,상주선임,R형,부스타방식,위탁관리,30,84,1210,유,262,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경춘선,갈매역,10~15분이내,대형상가(모다아울렛),초등학교(산마루초등학교) 중학교(갈매중학교)
A10027730,구리 더샵 그린포레 2단지,경기도 구리시 인창동 714 구리 더샵 그린포레 2단지,분양,개별난방,29052.771,3,171,포스코건설,포스코건설,315585507,315585558, ,아파트,경기도 구리시 인창2로 3,171,위탁관리,계단식,20150515,29052.771,0,167,4,0,14234.58,4131010300,위탁관리,3,(주)동우개발,위탁관리(총액관리제),2,NA,위탁관리(총액관리제),2,차량수거방식,위탁관리(총액관리제),4,분무식,철근콘크리트구조,1650,종합계약,상주선임,R형,부스타방식,위탁관리,6,0,188,유,88,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,구리역,5~10분이내,"관공서(구리경찰서, 구리세무서) 병원(한양대학병원) 공원() 기타()",초등학교(인창초등학교) 중학교() 고등학교()
A10027731,구리 더샵 그린포레1단지,경기도 구리시 인창동 713 구리 더샵 그린포레1단지,분양,개별난방,40428.59,4,236,포스코건설,포스코제1직장조합,315585504,315585505, ,아파트,경기도 구리시 인창2로 13,236,위탁관리,계단식,20150515,40428.586,0,233,3,0,20141.263,4131010300,위탁관리,4,(주)동우개발,위탁관리,4,(주)혜진종합관리,위탁관리,3,차량수거방식,위탁관리,4,분무식,철골철근콘크리트구조,2200,종합계약,상주선임,R형,부스타방식,위탁관리,13,0,282,유,110,"관리사무소, 노인정, 문고, 주민공동시설, 어린이놀이터, 휴게시설, 커뮤니티공간, 자전거보관소, 기타",5분이내,"경의중앙선, 경춘선",구리역,5~10분이내,NA,초등학교() 중학교() 고등학교()
